,k,p,q,run_id,param,param_out,param_pos,input,output,diff
2204,2,3,2,2,mu,mu_out,0,4.72658630112694,4.848589824579921,-0.12200352345298171
2205,2,3,2,2,mu,mu_out,1,-5.694107867060659,-5.080592791755629,-0.6135150753050294
2202,2,3,2,3,mu,mu_out,0,0.6890992219476427,1.033359027871897,-0.3442598059242542
2203,2,3,2,3,mu,mu_out,1,-3.9737451361923766,-4.773087615042434,0.7993424788500576
2201,2,3,3,0,mu,mu_out,0,,,
2199,2,3,3,1,mu,mu_out,0,-0.6761307221190387,-0.9817309414532955,0.30560021933425685
2200,2,3,3,1,mu,mu_out,1,-0.13108142979587667,0.0889392264420139,-0.22002065623789058
2197,2,3,3,2,mu,mu_out,0,-2.123190549849463,-1.8612680383375984,-0.26192251151186463
2198,2,3,3,2,mu,mu_out,1,1.0051574631892948,0.8404616914305195,0.16469577175877526
2195,2,3,3,3,mu,mu_out,0,3.9844963319795363,3.887501164298057,0.09699516768147953
2196,2,3,3,3,mu,mu_out,1,-0.1494795285004492,-0.21534540088319942,0.06586587238275021
2194,2,3,4,0,mu,mu_out,0,,,
2192,2,3,4,1,mu,mu_out,0,3.572255590688003,3.9297596913665247,-0.35750410067852156
2193,2,3,4,1,mu,mu_out,1,-5.479794560344358,-5.582974211295416,0.1031796509510583
2190,2,3,4,2,mu,mu_out,0,-0.1802751202222853,-0.24344564520335593,0.06317052498107062
2191,2,3,4,2,mu,mu_out,1,-1.3180481893308094,-1.4094582109459113,0.09141002161510192
2188,2,3,4,3,mu,mu_out,0,-3.0473835978181185,-2.8349840996797693,-0.21239949813834924
2189,2,3,4,3,mu,mu_out,1,4.805647905035297,4.590687661728418,0.21496024330687913
2187,2,4,1,0,mu,mu_out,0,,,
2185,2,4,1,1,mu,mu_out,0,1.5736244838341635,1.608329607807225,-0.03470512397306136
2186,2,4,1,1,mu,mu_out,1,-7.376947626402841,-6.9941793704686495,-0.3827682559341916
2183,2,4,1,2,mu,mu_out,0,-1.845881125995688,-1.8179865578350374,-0.027894568160650612
2184,2,4,1,2,mu,mu_out,1,1.893796108872144,1.9131359255045697,-0.019339816632425677
2181,2,4,1,3,mu,mu_out,0,-0.38626550113476404,-0.41673343475983254,0.0304679336250685
2182,2,4,1,3,mu,mu_out,1,2.5903661290791895,2.7131279990067063,-0.12276186992751681
2180,2,4,2,0,mu,mu_out,0,,,
2178,2,4,2,1,mu,mu_out,0,-1.4021400426221753,-1.2753011007258654,-0.12683894189630984
2179,2,4,2,1,mu,mu_out,1,4.319362371779649,3.9574843451400272,0.36187802663962154
2176,2,4,2,2,mu,mu_out,0,-0.8289235587573998,-0.802655251876803,-0.02626830688059678
2177,2,4,2,2,mu,mu_out,1,-3.5582921217043566,-3.3945543800895126,-0.163737741614844
2174,2,4,2,3,mu,mu_out,0,0.7830547670735724,0.9470212707288553,-0.16396650365528298
2175,2,4,2,3,mu,mu_out,1,4.822540296831739,4.99181603901913,-0.1692757421873914
2173,2,4,3,0,mu,mu_out,0,,,
2171,2,4,3,1,mu,mu_out,0,-0.5911632357868892,-0.6322734796164063,0.04111024382951711
2172,2,4,3,1,mu,mu_out,1,-0.5522908578318539,-0.5602376665373411,0.00794680870548714
2169,2,4,3,2,mu,mu_out,0,3.5314620295419017,3.529121102175844,0.0023409273660575103
2170,2,4,3,2,mu,mu_out,1,3.88875770826842,3.81689662624909,0.07186108201932973
2167,2,4,3,3,mu,mu_out,0,4.062450233906587,5.025905838293683,-0.9634556043870965
2168,2,4,3,3,mu,mu_out,1,-1.9023754765996514,-2.234510834196688,0.3321353575970365
2166,2,4,4,0,mu,mu_out,0,,,
2164,2,4,4,1,mu,mu_out,0,2.211040267588135,0.030280427637883595,2.1807598399502512
2165,2,4,4,1,mu,mu_out,1,-1.0780590004369253,-3.3466032422632166,2.2685442418262913
2162,2,4,4,2,mu,mu_out,0,5.834050510457429,6.04911093019305,-0.21506041973562162
2163,2,4,4,2,mu,mu_out,1,-0.43728138014945517,-0.4137492680921791,-0.023532112057276067
2160,2,4,4,3,mu,mu_out,0,1.7400854270866684,1.7109001988623278,0.029185228224340554
2161,2,4,4,3,mu,mu_out,1,0.12891463775253478,0.31378257131415854,-0.18486793356162376
2159,8,0,1,0,mu,mu_out,0,,,
2151,8,0,1,1,mu,mu_out,0,3.507020917016755,3.5491407960268684,-0.0421198790101136
2152,8,0,1,1,mu,mu_out,1,3.9929902763451945,3.9863948916387293,0.006595384706465257
2153,8,0,1,1,mu,mu_out,2,1.3736561918765213,1.431061803913235,-0.05740561203671368
2154,8,0,1,1,mu,mu_out,3,-3.6622198105539905,-3.690927715915387,0.028707905361396335
2155,8,0,1,1,mu,mu_out,4,1.8663715858879704,1.86358755293653,0.0027840329514403628
2156,8,0,1,1,mu,mu_out,5,0.6594809123899026,0.6533538534232929,0.0061270589666097
2157,8,0,1,1,mu,mu_out,6,-0.30273960605940986,-0.37024019438382666,0.0675005883244168
2158,8,0,1,1,mu,mu_out,7,-2.1596804591213217,-2.164251040676012,0.004570581554690367
2143,8,0,1,2,mu,mu_out,0,1.0701766036477152,1.0525568662363076,0.017619737411407543
2144,8,0,1,2,mu,mu_out,1,5.5779584206546975,5.596790110655549,-0.01883169000085161
2145,8,0,1,2,mu,mu_out,2,2.6733009064629765,2.641650007669672,0.03165089879330463
2146,8,0,1,2,mu,mu_out,3,4.154259233378774,4.165198633447835,-0.010939400069061023
2147,8,0,1,2,mu,mu_out,4,0.5358936925445792,0.5542560010851474,-0.018362308540568195
2148,8,0,1,2,mu,mu_out,5,3.166055807082909,3.1828606317025567,-0.016804824619647718
2149,8,0,1,2,mu,mu_out,6,-0.8698708144387077,-0.8600082500558678,-0.009862564382839945
2150,8,0,1,2,mu,mu_out,7,-0.8092842465445644,-0.7929202086494654,-0.016364037895098993
2135,8,0,1,3,mu,mu_out,0,0.4230428870176391,0.37377938989249904,0.049263497125140054
2136,8,0,1,3,mu,mu_out,1,-1.8624684849494635,-1.8393657807525052,-0.023102704196958257
2137,8,0,1,3,mu,mu_out,2,-3.5476049981576745,-3.4462469031341425,-0.10135809502353199
2138,8,0,1,3,mu,mu_out,3,6.265381449712128,6.337282132808796,-0.07190068309666842
2139,8,0,1,3,mu,mu_out,4,-1.606555634596246,-1.6728756231459145,0.06631998854966858
2140,8,0,1,3,mu,mu_out,5,2.0652574004971536,2.1276448475516645,-0.062387447054510936
2141,8,0,1,3,mu,mu_out,6,2.5594147956585096,2.743959823439244,-0.18454502778073456
2142,8,0,1,3,mu,mu_out,7,-4.2179135975672954,-4.292496541435349,0.07458294386805342
2134,8,0,2,0,mu,mu_out,0,,,
2126,8,0,2,1,mu,mu_out,0,0.4684831192686806,0.46855876480734576,-7.564553866518109e-05
2127,8,0,2,1,mu,mu_out,1,5.792437900974983,5.800400303805479,-0.007962402830496096
2128,8,0,2,1,mu,mu_out,2,1.5929847960742891,1.6027346952316797,-0.009749899157390551
2129,8,0,2,1,mu,mu_out,3,1.8494086808268984,1.877099842920532,-0.027691162093633537
2130,8,0,2,1,mu,mu_out,4,2.9995486540831515,3.010271276839549,-0.01072262275639746
2131,8,0,2,1,mu,mu_out,5,-3.7995128823538202,-3.8266711114891656,0.02715822913534538
2132,8,0,2,1,mu,mu_out,6,0.20417204054508778,0.20605629017729524,-0.0018842496322074576
2133,8,0,2,1,mu,mu_out,7,-2.8332538494332,-2.866792342018982,0.03353849258578201
2118,8,0,2,2,mu,mu_out,0,1.1666917182815206,1.1636543768466778,0.0030373414348427996
2119,8,0,2,2,mu,mu_out,1,-3.148209944278171,-3.1522134380177107,0.004003493739539898
2120,8,0,2,2,mu,mu_out,2,-2.182366338099578,-2.182827674231667,0.00046133613208887425
2121,8,0,2,2,mu,mu_out,3,5.965267622153711,5.977108584098738,-0.01184096194502704
2122,8,0,2,2,mu,mu_out,4,4.634361426969107,4.654984596762521,-0.02062316979341361
2123,8,0,2,2,mu,mu_out,5,-2.1522056264055247,-2.1227767264086577,-0.02942889999686704
2124,8,0,2,2,mu,mu_out,6,0.5118284922414273,0.4829673100367033,0.028861182204724056
2125,8,0,2,2,mu,mu_out,7,0.051125581057174685,0.11560079580037835,-0.06447521474320367
2110,8,0,2,3,mu,mu_out,0,6.278185357839756,6.278676541723815,-0.0004911838840593319
2111,8,0,2,3,mu,mu_out,1,-3.019997082822343,-3.0344431370769684,0.01444605425462564
2112,8,0,2,3,mu,mu_out,2,-2.5605494272664293,-2.5884966758466974,0.02794724858026809
2113,8,0,2,3,mu,mu_out,3,0.41380507762243945,0.4801819973433589,-0.06637691972091947
2114,8,0,2,3,mu,mu_out,4,2.721864828547867,2.7034069583910005,0.018457870156866285
2115,8,0,2,3,mu,mu_out,5,-2.559096899069739,-2.4950840119031716,-0.06401288716656728
2116,8,0,2,3,mu,mu_out,6,0.18682354341975255,0.3312960315829681,-0.14447248816321556
2117,8,0,2,3,mu,mu_out,7,-7.966422077644534,-7.943451030795584,-0.022971046848949683
2109,8,0,3,0,mu,mu_out,0,,,
2101,8,0,3,1,mu,mu_out,0,-2.2702940515419714,-2.2702876866868893,-6.364855082097165e-06
2102,8,0,3,1,mu,mu_out,1,2.75723733494332,2.805298852628204,-0.04806151768488398
2103,8,0,3,1,mu,mu_out,2,-0.27017725296926265,-0.27029714337337196,0.00011989040410931295
2104,8,0,3,1,mu,mu_out,3,2.098817172823302,2.1581172880201738,-0.05930011519687195
2105,8,0,3,1,mu,mu_out,4,-4.826815717954938,-4.846144233700273,0.019328515745335118
2106,8,0,3,1,mu,mu_out,5,3.5636701043399723,3.509926197421872,0.05374390691810049
2107,8,0,3,1,mu,mu_out,6,-2.783585681398423,-2.863457925810628,0.07987224441220508
2108,8,0,3,1,mu,mu_out,7,-3.1634638669658166,-3.020255517709255,-0.14320834925656145
2093,8,0,3,2,mu,mu_out,0,1.3938717820412703,1.3960372138733368,-0.0021654318320665222
2094,8,0,3,2,mu,mu_out,1,3.2157251248231495,3.198097707978216,0.01762741684493374
2095,8,0,3,2,mu,mu_out,2,5.814061499367016,5.821448657030033,-0.007387157663017341
2096,8,0,3,2,mu,mu_out,3,-0.11753770419942278,-0.12335591374455776,0.0058182095451349836
2097,8,0,3,2,mu,mu_out,4,1.1733162239058637,1.194126378171838,-0.020810154265974434
2098,8,0,3,2,mu,mu_out,5,-1.5636383997976857,-1.584014222635815,0.02037582283812922
2099,8,0,3,2,mu,mu_out,6,-0.12062727110347021,-0.1408908267894754,0.020263555686005186
2100,8,0,3,2,mu,mu_out,7,1.0070172300075013,1.03496045318893,-0.027943223181428722
2085,8,0,3,3,mu,mu_out,0,-3.3870140252429244,-3.3436614668814535,-0.043352558361470894
2086,8,0,3,3,mu,mu_out,1,2.0903588526049726,2.0940344440723204,-0.0036755914673478607
2087,8,0,3,3,mu,mu_out,2,0.5807335586886598,0.5331288176521805,0.04760474103647938
2088,8,0,3,3,mu,mu_out,3,-4.315380310214508,-4.286885323501157,-0.02849498671335038
2089,8,0,3,3,mu,mu_out,4,-2.4834850305812424,-2.394792542413646,-0.08869248816759656
2090,8,0,3,3,mu,mu_out,5,-2.0399456018780113,-1.9705362105353834,-0.06940939134262791
2091,8,0,3,3,mu,mu_out,6,4.491142671688768,4.434999988988873,0.05614268269989431
2092,8,0,3,3,mu,mu_out,7,1.4736273386737513,1.3280250989767097,0.14560223969704156
2084,8,0,4,0,mu,mu_out,0,,,
2076,8,0,4,1,mu,mu_out,0,1.3357528560172107,1.339472768815549,-0.0037199127983382763
2077,8,0,4,1,mu,mu_out,1,-2.3666160092860555,-2.366793894589192,0.00017788530313644912
2078,8,0,4,1,mu,mu_out,2,-0.4391237736322373,-0.44787840465286305,0.008754631020625736
2079,8,0,4,1,mu,mu_out,3,-1.6013969808593478,-1.6116971386692263,0.010300157809878474
2080,8,0,4,1,mu,mu_out,4,1.1062124275350422,1.1040532488092107,0.00215917872583149
2081,8,0,4,1,mu,mu_out,5,-2.7504464084386244,-2.7762047661408262,0.025758357702201806
2082,8,0,4,1,mu,mu_out,6,-3.7597364958290163,-3.7554240137573953,-0.004312482071620938
2083,8,0,4,1,mu,mu_out,7,-3.2907021716070615,-3.296087781462391,0.005385609855329321
2068,8,0,4,2,mu,mu_out,0,0.6308068842937589,0.5997722775693212,0.031034606724437697
2069,8,0,4,2,mu,mu_out,1,-3.1697046523105463,-3.1601057653761284,-0.009598886934417905
2070,8,0,4,2,mu,mu_out,2,-0.7806921468679037,-0.7825270848084502,0.001834937940546566
2071,8,0,4,2,mu,mu_out,3,-0.006522780058785864,-0.06538963033084533,0.058866850272059464
2072,8,0,4,2,mu,mu_out,4,2.6714500342806717,2.676284007062423,-0.004833972781751239
2073,8,0,4,2,mu,mu_out,5,1.401500449510594,1.4203748049715492,-0.018874355460955172
2074,8,0,4,2,mu,mu_out,6,2.4801699066382157,2.5683606048692122,-0.08819069823099657
2075,8,0,4,2,mu,mu_out,7,-0.5964426841398004,-0.6775431953696313,0.08110051122983086
2060,8,0,4,3,mu,mu_out,0,2.76115224159581,2.7474568562143036,0.013695385381506497
2061,8,0,4,3,mu,mu_out,1,-1.9668330150080326,-1.937955193205796,-0.028877821802236747
2062,8,0,4,3,mu,mu_out,2,-1.088555327264033,-1.0869404463703514,-0.0016148808936815584
2063,8,0,4,3,mu,mu_out,3,-2.1335310091277915,-2.075992738252039,-0.057538270875752584
2064,8,0,4,3,mu,mu_out,4,3.52435616266533,3.5385279935497618,-0.014171830884431635
2065,8,0,4,3,mu,mu_out,5,4.5458919995555185,4.631478544097054,-0.08558654454153558
2066,8,0,4,3,mu,mu_out,6,-2.7858042875084976,-2.755516487040561,-0.030287800467936776
2067,8,0,4,3,mu,mu_out,7,-0.5142080411103145,-0.441751345875106,-0.07245669523520848
2059,8,1,1,0,mu,mu_out,0,,,
2051,8,1,1,1,mu,mu_out,0,2.9364348465396963,2.5633999067302824,0.37303493980941393
2052,8,1,1,1,mu,mu_out,1,-3.649279331433907,-3.645429537239558,-0.0038497941943487213
2053,8,1,1,1,mu,mu_out,2,1.759019161038518,1.7908985550473668,-0.03187939400884887
2054,8,1,1,1,mu,mu_out,3,2.781601460021191,2.9323324312923646,-0.15073097127117352
2055,8,1,1,1,mu,mu_out,4,2.407969881078987,2.6097093190786644,-0.2017394379996773
2056,8,1,1,1,mu,mu_out,5,4.563466336830146,4.214090241742886,0.3493760950872602
2057,8,1,1,1,mu,mu_out,6,0.4646500816484886,0.6703525264714464,-0.2057024448229578
2058,8,1,1,1,mu,mu_out,7,-2.4172686410735698,-3.122083598755987,0.7048149576824172
2043,8,1,1,2,mu,mu_out,0,-2.02006466919882,-2.0114484016694623,-0.008616267529357735
2044,8,1,1,2,mu,mu_out,1,-3.1961150827919456,-3.224336579580356,0.02822149678841024
2045,8,1,1,2,mu,mu_out,2,-2.149632297048876,-2.7072297788709005,0.5575974818220244
2046,8,1,1,2,mu,mu_out,3,-0.14842965957560247,-0.04933663703790559,-0.09909302253769689
2047,8,1,1,2,mu,mu_out,4,6.978223919100678,6.382621462476929,0.595602456623749
2048,8,1,1,2,mu,mu_out,5,2.5282608647112883,2.1908861857361623,0.33737467897512596
2049,8,1,1,2,mu,mu_out,6,0.5219578429261502,0.13987337421015567,0.38208446871599455
2050,8,1,1,2,mu,mu_out,7,-1.2589247267475003,-1.3621324370980274,0.10320771035052712
2035,8,1,1,3,mu,mu_out,0,1.0592828339684703,1.1062084102583305,-0.04692557628986016
2036,8,1,1,3,mu,mu_out,1,-1.6389605726139054,-1.3015613412999596,-0.3373992313139458
2037,8,1,1,3,mu,mu_out,2,-1.9805493739030597,-2.0549987850766454,0.07444941117358561
2038,8,1,1,3,mu,mu_out,3,3.7671659930640438,4.293607411121902,-0.5264414180578578
2039,8,1,1,3,mu,mu_out,4,5.114145199948791,5.407739367058827,-0.2935941671100366
2040,8,1,1,3,mu,mu_out,5,-1.0619566338528759,-0.8648105864035387,-0.19714604744933717
2041,8,1,1,3,mu,mu_out,6,-2.1479431994390468,-1.9813289276785466,-0.16661427176050014
2042,8,1,1,3,mu,mu_out,7,1.8485065125063223,1.7935804740603036,0.05492603844601862
2034,8,1,2,0,mu,mu_out,0,,,
2026,8,1,2,1,mu,mu_out,0,1.6356211239596772,1.4574831573833946,0.17813796657628256
2027,8,1,2,1,mu,mu_out,1,-0.17520489802723402,0.8446775434978898,-1.0198824415251238
2028,8,1,2,1,mu,mu_out,2,2.790125867981452,2.5532265986345135,0.23689926934693828
2029,8,1,2,1,mu,mu_out,3,4.785600433622655,5.140318882070029,-0.35471844844737443
2030,8,1,2,1,mu,mu_out,4,2.002594413822851,1.98159024614668,0.02100416767617097
2031,8,1,2,1,mu,mu_out,5,4.479386811085246,4.790847116993522,-0.3114603059082759
2032,8,1,2,1,mu,mu_out,6,0.5499237403899074,0.12435390406117747,0.42556983632872997
2033,8,1,2,1,mu,mu_out,7,9.171150362358105,9.202451245653748,-0.031300883295642734
2018,8,1,2,2,mu,mu_out,0,0.06396646156728852,-0.1710395631269762,0.23500602469426474
2019,8,1,2,2,mu,mu_out,1,-4.153690126614687,-4.520057807005508,0.36636768039082135
2020,8,1,2,2,mu,mu_out,2,2.1158395969502277,2.5753073183685053,-0.45946772141827763
2021,8,1,2,2,mu,mu_out,3,3.448339958324784,4.256010170660192,-0.8076702123354078
2022,8,1,2,2,mu,mu_out,4,5.305198321248239,5.8705215838434635,-0.565323262595224
2023,8,1,2,2,mu,mu_out,5,0.5754616713779321,0.27759099205250587,0.29787067932542627
2024,8,1,2,2,mu,mu_out,6,0.30654645178004963,1.1290154168088442,-0.8224689650287946
2025,8,1,2,2,mu,mu_out,7,-1.5959270405720054,-0.9967470966060771,-0.5991799439659283
2010,8,1,2,3,mu,mu_out,0,-1.2254941051825639,-1.1748339359247064,-0.050660169257857435
2011,8,1,2,3,mu,mu_out,1,-2.2696933869642306,-2.268585054817528,-0.0011083321467024732
2012,8,1,2,3,mu,mu_out,2,3.4969907637856847,3.6006772967441827,-0.10368653295849795
2013,8,1,2,3,mu,mu_out,3,0.22715319899987702,0.25032730728967073,-0.023174108289793716
2014,8,1,2,3,mu,mu_out,4,-3.059606423036941,-2.899863461014838,-0.15974296202210292
2015,8,1,2,3,mu,mu_out,5,1.2727903212975689,0.9137512284765588,0.3590390928210101
2016,8,1,2,3,mu,mu_out,6,-1.5465847222490738,-1.7955041087118904,0.24891938646281653
2017,8,1,2,3,mu,mu_out,7,4.117009478704192,3.9375656881555545,0.17944379054863768
2009,8,1,3,0,mu,mu_out,0,,,
2001,8,1,3,1,mu,mu_out,0,-7.287733132821767,-7.322330119106473,0.03459698628470598
2002,8,1,3,1,mu,mu_out,1,-1.2609876782403626,-1.29415087360837,0.03316319536800738
2003,8,1,3,1,mu,mu_out,2,-6.673348558887039,-6.609239221127414,-0.06410933775962491
2004,8,1,3,1,mu,mu_out,3,3.344408260281009,3.258837843230943,0.08557041705006574
2005,8,1,3,1,mu,mu_out,4,-0.45789213583398747,-0.48037793269858725,0.022485796864599783
2006,8,1,3,1,mu,mu_out,5,-0.8818948214118489,-0.5428572946041157,-0.33903752680773325
2007,8,1,3,1,mu,mu_out,6,2.398671287274928,2.394302841536664,0.004368445738264004
